"Response ID","Time Started","Date Submitted","Status","q1_screening_class_action_5years","q2_new_regulations","q3_supreme_court_pro_class:q_item_","q4_legal_fees:q_item_","q5_file_dismissal_legal_fees:q_item_","q6_class_amount:q_item_","q7_attorney_general_position:q_item_","q8_defend_public:q_item_","גיל רון קינן ושות':q9_prosecutors","אייל גולדנברג:q9_prosecutors","שפירא בר אור מצקין:q9_prosecutors","שפיגלמן:q9_prosecutors","אבי רוקח:q9_prosecutors","בך - לדרמן:q9_prosecutors","גורודיסקי:q9_prosecutors","גרימברג - ורד:q9_prosecutors","ואנונו - זקבך:q9_prosecutors","מוסקוביץ – אזרואל:q9_prosecutors","יצחק אבירם:q9_prosecutors","קלעי רוזן:q9_prosecutors","אסף פינק:q9_prosecutors","רונן עדיני:q9_prosecutors","טנוס והאני ניזאר:q9_prosecutors","מסאלחה אחמד:q9_prosecutors","יוחי גבע:q9_prosecutors","פדלון&לופו:q9_prosecutors","גולן נפתלי:q9_prosecutors","מאור בן דוד:q9_prosecutors","שקד דדוש:q9_prosecutors","אורלי בן עמי:q9_prosecutors","זילברברג מלין:q9_prosecutors","לירון פרמינגר:q9_prosecutors","יונתן רפפורט:q9_prosecutors","אנגור דוד:q9_prosecutors","אמיר ישראלי:q9_prosecutors","רענן בשן:q9_prosecutors","איתי ליבנה:q9_prosecutors","פירט וילנסקי:q9_prosecutors","אסף שילה:q9_prosecutors","חן שטיין:q9_prosecutors","דוד מזרחי:q9_prosecutors","דן אשכנזי:q9_prosecutors","חן שטיין:q9_prosecutors","חן יערי רוזן עם גלעד ברנע:q9_prosecutors","אורי ברעם:q9_prosecutors","עובדיה כהן:q9_prosecutors","רם דקל:q9_prosecutors","שמש מנור:q9_prosecutors","אחר, פרט::q9_prosecutors","אחר, פרט::q9_prosecutors","הרצוג פוקס נאמן:q10_defendant","מיתר ליקוורניק:q10_defendant","גולדפרב זליגמן:q10_defendant","שבלת עם ראבד מגריזו:q10_defendant","פישר בכר חן וול אוריון:q10_defendant","מ.פירון:q10_defendant","גורנציקי:q10_defendant","יגאל ארנון:q10_defendant","נשיץ ברנדס אמיר:q10_defendant","ש.הורוביץ:q10_defendant","גרוס קלינדהנדלר:q10_defendant","פרל כהן לצר צדק ברץ:q10_defendant","עמית פולק מטלון:q10_defendant","עמר רייטר זאן:q10_defendant","ארדינסט בן נתן טולידנו ושות:q10_defendant","זיסמן אהרוני גייר:q10_defendant","בלטר גוט אלוני:q10_defendant","תדמור ושות פרופ' יובל לוי ושת:q10_defendant","אגמון ושות רוזנברג הכהן ושות:q10_defendant","דורון טיקוצקי קנטור:q10_defendant","ברנע:q10_defendant","ליפא מאיר:q10_defendant","ש.פרידמן:q10_defendant","יהודה רווה:q10_defendant","וקסלר ברגמן:q10_defendant","לויתן שרון:q10_defendant","יוסי לוי:q10_defendant","הררי טויסטר:q10_defendant","חיים פרוכרטר:q10_defendant","אליאס בן אריה:q10_defendant","בועז בן צור:q10_defendant","בן ארי פיש:q10_defendant","איתן מהולל שדות:q10_defendant","ברקמן וקלסר בלום:q10_defendant","רון גזית רוטנברג:q10_defendant","ויינברגר ברטנטל:q10_defendant","אחר, פרט::q10_defendant","אחר, פרט::q10_defendant","q11_judge_support","q12_judge_opposed","q13_new_law","אחר, פרט::q13_new_law","q14_court","צרכנות:q15_subject_profit","ביטוח:q15_subject_profit","בנקאות:q15_subject_profit","הגבלים עסקיים:q15_subject_profit","ניירות ערך:q15_subject_profit","מפגעים סביבתיים:q15_subject_profit","חוק איסור אפליה:q15_subject_profit","נגישות לאנשים עם מוגבלות:q15_subject_profit","דיני עבודה:q15_subject_profit","תביעות נגד רשויות:q15_subject_profit","חוק הספאם:q15_subject_profit","q16_favourable_end","q17_manage_suit","q18_representation","q19_unjustified_specify","city","status","אחר::status"
"102","2019-01-15 02:27:17","15/01/2019 11:27:23 am","Complete","1","2","3","4","2","1","3","3","","","","","","","","","","","יצחק אבירם","","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","רם דקל","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","לויתן שרון","","","","","","","","","","","","","יגאל גריל","אסתר שטמר","privacy","","מחוזי חיפה","צרכנות","","","","","","","","","","","legal_mediation","single_office","both","תובענה שמוגשת ללא בדיקה על סמך ידיעה בעיתון","תל אביב","partner",""
"103","2019-01-15 04:52:56","15/01/2019 11:53:07 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","2019-01-15 07:00:36","15/01/2019 2:13:32 pm","Complete","1","3","3","2","2","1","4","2","גיל רון קינן ושות'","","","","","בך - לדרמן","גורודיסקי","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","אחר, פרט:","טל רכניץ","","","","","","","","","","","","","","עמר רייטר זאן","","","","","אגמון ושות רוזנברג הכהן ושות","","","","ש.פרידמן","","","","","","חיים פרוכרטר","","","","איתן מהולל שדות","","","","","","תמר בזק רפפורט","עאטף עיילבוני","internet","","מחוזי י-ם","צרכנות","","","","","","","","","","חוק הספאם","settlement","single_office","defendents","תובענה שמבוססת על הפרה נטענת בלבד, ללא הוכחה לקיומה של קבוצת נפגעים","חיפה","partner",""
"105","2019-01-15 07:27:40","15/01/2019 2:33:02 pm","Complete","1","1","3","3","2","2","3","5","גיל רון קינן ושות'","אייל גולדנברג","","","","","","","","","","קלעי רוזן","","","","","","","","","","","","","","","","","","","","","","","","חן יערי רוזן עם גלעד ברנע","","","","שמש מנור","","","","","","","","","","יגאל ארנון","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","","","","","","","אסתר שטמר","יגאל גריל","privacy","","מחוזי מרכז","","ביטוח","","","","","","","","","","verdict","coop_office","prosecutors","תובענה קטנונית","תל אביב -יפו","partner",""
"106","2019-01-15 07:55:45","15/01/2019 2:56:47 pm","Partial","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107","2019-01-15 08:30:33","15/01/2019 3:30:49 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","2019-01-15 10:04:14","15/01/2019 5:12:01 pm","Complete","1","1","3","2","4","4","3","5","","","","","","","","","","","יצחק אבירם","","אסף פינק","רונן עדיני","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","שמש מנור","","","","","","","","","","","","","","","","","","","","תדמור ושות פרופ' יובל לוי ושת","אגמון ושות רוזנברג הכהן ושות","דורון טיקוצקי קנטור","","","","יהודה רווה","","לויתן שרון","","","","","","","","","","","","","שושנה אלמגור","הדס  עובדיה","privacy","","מחוזי חיפה","צרכנות","","","","","","","","","","","settlement","no_preference","prosecutors","חסרת תשתית עובדתית","תל אביב","employed",""
"110","2019-01-15 14:50:52","15/01/2019 9:51:10 pm","Partial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111","2019-01-16 06:20:51","16/01/2019 1:26:16 pm","Complete","1","5","5","2","2","1","2","5","גיל רון קינן ושות'","","","שפיגלמן","","","","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שבלת עם ראבד מגריזו","","","","","","","","","","","","","","","","","","","","","וקסלר ברגמן","","","","","","","","","","","","","","שושנה אלמגור","צילה צפת","internet","","מחוזי ת""א","","","","","","","","נגישות לאנשים עם מוגבלות","","","חוק הספאם","legal_mediation","single_office","defendents","תובענה ייצוגית מלכתחילה מתעסקת בעניינים של מה בכך כך שקשה להגדיר תובענת סרק. הבעיה הגדולה היא הסחטנות של עורכי הדין המייצגים אשר דורשים לעצמם שכ""ט לא פרופורציונאלי בידיעה שהם לא נדרשים לשלם אגרה משמעותית או חשופים להוצאות.","תל אביב -יפו","partner",""
"112","2019-01-16 07:25:58","16/01/2019 2:30:28 pm","Complete","1","1","2","2","3","3","4","5","","","","","","","","","","","יצחק אבירם","","אסף פינק","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","עובדיה כהן","","","","","הרצוג פוקס נאמן","","","","","","גורנציקי","יגאל ארנון","נשיץ ברנדס אמיר","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","רחמים כהן","תמר בזק רפפורט","other","ביטול כל ההגנות שמוענקות למדינה, ביטול התוספות שמגבילות את סוג העניינים","מחוזי ת""א","","","","","","","","","דיני עבודה","","","settlement","single_office","prosecutors","עובדות לא נכונות, עילת סרק שבלי מאמץ ניתן לראות שהיא לא נכונה, תביעות נגד עסקים קטנים","תל אביב -יפו","owner",""
"113","2019-01-16 07:26:27","16/01/2019 2:26:48 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","2019-01-16 07:26:42","16/01/2019 2:27:20 pm","Partial","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","2019-01-16 07:26:51","16/01/2019 3:39:06 pm","Complete","1","5","3","1","5","4","3","5","","","","","","","גורודיסקי","","","","יצחק אבירם","","","רונן עדיני","","","","","","","","","","","","","אמיר ישראלי","","","פירט וילנסקי","","","","","","","","","","","","","הרצוג פוקס נאמן","","","","","","גורנציקי","","","","","","","עמר רייטר זאן","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","וקסלר ברגמן","","","","","","","","","","","","","","מיכל אגמון גונן","שושנה אלמגור","other","נגד ארגוני עובדים","מחוזי ת""א","","","","הגבלים עסקיים","ניירות ערך","","","","","","","settlement","single_office","prosecutors","ללא עילה קבוצתית","תל אביב -יפו","owner",""
"116","2019-01-16 07:27:06","16/01/2019 2:34:27 pm","Complete","1","4","1","3","5","5","2","5","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","ש.הורוביץ","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","אחר, פרט:","כהנוב כרמי","אסתר שטמר","אסתר נחליאלי חיאט","other","רישיונות חברות תקשורת","מחוזי מרכז","צרכנות","","","","","","","","","","","dismissal","single_office","defendents","תובענה שמנוגדת להוראות חוק או הסכם.","תל אביב","owner",""
"118","2019-01-16 07:34:11","16/01/2019 2:37:32 pm","Partial","1","2","1","3","4","4","4","5","","","","","","","","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","","","","","","","","","","","","","","","","","","","","","","","",""
"119","2019-01-16 07:37:28","16/01/2019 2:37:43 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120","2019-01-16 07:42:11","16/01/2019 2:42:32 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121","2019-01-16 07:57:10","16/01/2019 2:57:25 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122","2019-01-16 08:05:03","16/01/2019 3:07:00 pm","Partial","1","2","4","4","2","3","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123","2019-01-16 08:07:59","16/01/2019 3:11:41 pm","Complete","1","1","3","3","4","4","3","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","","טנוס והאני ניזאר","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","רם דקל","","","","הרצוג פוקס נאמן","מיתר ליקוורניק","גולדפרב זליגמן","שבלת עם ראבד מגריזו","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","שושנה אלמגור","הדס  עובדיה","public_housing","","מחוזי י-ם","צרכנות","","","","","מפגעים סביבתיים","","","","","","legal_mediation","coop_office","prosecutors","תביעה שמבחינה משפטים לא מגלמת כל הפרה בתוכה","חיפה","partner",""
"124","2019-01-16 08:27:16","16/01/2019 3:29:25 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125","2019-01-16 08:52:28","16/01/2019 3:52:37 pm","Partial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"126","2019-01-16 09:05:31","16/01/2019 4:05:39 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127","2019-01-16 07:29:15","16/01/2019 4:32:47 pm","Complete","1","1","2","2","3","4","2","5","גיל רון קינן ושות'","","","","","","","","","","יצחק אבירם","","אסף פינק","","טנוס והאני ניזאר","","יוחי גבע","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","יגאל ארנון","","ש.הורוביץ","","","","","","","בלטר גוט אלוני","","","","","ליפא מאיר","","","","","","","","","","","איתן מהולל שדות","","","","","","רות רונן","דורון חסדאי","old_age","","מחוזי ת""א","צרכנות","","","","","","","","","","","settlement","single_office","prosecutors","ללא עילה אמיתית","תל אביב -יפו","partner",""
"128","2019-01-16 11:21:09","16/01/2019 6:26:27 pm","Partial","1","1","2","2","2","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129","2019-01-16 11:29:02","16/01/2019 6:29:21 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131","2019-01-16 13:04:01","16/01/2019 8:16:00 pm","Complete","1","2","2","3","2","3","4","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","אחר, פרט:","הולדשטיין שלו","","מיתר ליקוורניק","","","","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","","","","","","","רות רונן","הדס  עובדיה","prisoner_rights","","מחוזי ת""א","","","","","ניירות ערך","","","","","","","verdict","coop_office","prosecutors","על זוטי דברים, ללא ראיות, שמוגשת שעות לאחר פרסום בתקשורת.","חיפה","owner",""
"132","2019-01-17 00:29:23","17/01/2019 7:29:41 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133","2019-01-17 04:46:33","17/01/2019 11:53:51 am","Complete","1","2","3","3","3","4","2","3","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","","","","","","","","","","","","","","","","","","אסף שילה","","דוד מזרחי","","","","","","","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","","","","","","פרל כהן לצר צדק ברץ","","","","","בלטר גוט אלוני","","","","","ליפא מאיר","","","","","","","","","בועז בן צור","","","","","","","","יחזקאל קינר","הדס  עובדיה","privacy","","מחוזי חיפה","צרכנות","ביטוח","","","","","","","","","","settlement","no_preference","defendents","תביעות סימון ","תל אביב -יפו","partner",""
"134","2019-01-17 04:51:08","17/01/2019 11:51:22 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135","2019-01-17 04:51:21","17/01/2019 11:57:10 am","Partial","1","5","3","4","2","2","4","2","","אייל גולדנברג","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","אין לי דעה ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","אין לי דעה ","עאטף עיילבוני","שושנה אלמגור","","","","","","","","","","","","","","","","","","","","",""
"136","2019-01-17 04:52:23","17/01/2019 11:52:31 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"137","2019-01-17 04:53:15","17/01/2019 12:01:26 pm","Complete","1","1","4","3","3","4","3","5","","","","","","בך - לדרמן","גורודיסקי","","","","","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","גולדפרב זליגמן","","","מ.פירון","גורנציקי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","מנחם רניאל","עאטף עיילבוני","other","חוק המאפשר להגיש בכל עניין ללא הגבלה","מחוזי מרכז","","","","הגבלים עסקיים","","מפגעים סביבתיים","","","","","","legal_mediation","no_preference","defendents","קטנונית על עניין זניח שנוסחה באופן רשלני ושיש הגנה טובה מאוד מפניה","תל אביב -יפו","partner",""
"138","2019-01-17 04:54:18","17/01/2019 11:54:44 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140","2019-01-17 05:01:53","17/01/2019 12:02:50 pm","Partial","1","1","2","3","5","5","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141","2019-01-17 05:04:42","17/01/2019 12:10:46 pm","Complete","1","4","3","3","2","1","4","5","גיל רון קינן ושות'","","","","","","","","","","יצחק אבירם","","אסף פינק","רונן עדיני","","","","","","","","","","","","","","","","פירט וילנסקי","","","","","","","","","","","","","","","גולדפרב זליגמן","","פישר בכר חן וול אוריון","","","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","בועז בן צור","","","","","","אחר, פרט:","ניר כהן לשם","רות רונן","שושנה אלמגור","old_age","","מחוזי ת""א","","","","","ניירות ערך","","","","","תביעות נגד רשויות","","verdict","single_office","state","עילה חלשה","תל אביב -יפו","employed",""
"142","2019-01-17 05:05:05","17/01/2019 12:05:15 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"144","2019-01-17 05:09:28","17/01/2019 12:13:47 pm","Partial","1","4","5","4","1","2","2","5","","אייל גולדנברג","","","","","","","","מוסקוביץ – אזרואל","","קלעי רוזן","","","","","","","","מאור בן דוד","","","","","","","","","","","","","","","חן שטיין","","","","","","","","","","","","","","","יגאל ארנון","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","איתן מהולל שדות","","רון גזית רוטנברג","ויינברגר ברטנטל","","","רחמים כהן","רות רונן","old_age","","","","","","","","","","","","","","","","","","","",""
"145","2019-01-17 05:12:59","17/01/2019 12:17:17 pm","Complete","1","2","2","3","4","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","י.פוקס ושות'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","כספי ושות'","שושנה אלמגור","אסתר שטמר","internet","","מחוזי ת""א","צרכנות","","","","","","","","","תביעות נגד רשויות","","settlement","single_office","prosecutors","תובענה שעוסקת בזוטי דברים","רמת גן","owner",""
"146","2019-01-17 05:15:12","17/01/2019 12:19:20 pm","Complete","1","5","3","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","לירון פרמינגר","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","","","","מ.פירון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","דורון חסדאי","old_age","","מחוזי חיפה","","","","","","","","","","","חוק הספאם","settlement","single_office","defendents","תביעות צרכנות על זוטות","תל אביב וירושלים","partner",""
"147","2019-01-17 05:15:18","17/01/2019 12:21:16 pm","Complete","1","2","3","3","2","2","3","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","שמש מנור","","","הרצוג פוקס נאמן","מיתר ליקוורניק","","","","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","רות רונן","גילה כנפי-שטייניץ","old_age","","מחוזי מרכז","צרכנות","","","","ניירות ערך","","","","","","","verdict","single_office","prosecutors","תביעה לא נכונה בבירור","תל אביב -יפו","refuse",""
"148","2019-01-17 05:19:53","17/01/2019 12:20:06 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149","2019-01-17 05:24:15","17/01/2019 12:28:07 pm","Complete","1","2","4","2","1","2","1","3","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","אסף שילה","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","","","","","","פרל כהן לצר צדק ברץ","עמית פולק מטלון","","","","","","","","","ליפא מאיר","","","וקסלר ברגמן","","","","","","","","","","","","","","יחזקאל קינר","מיכל נד''ב","privacy","","מחוזי מרכז","צרכנות","","","","","","","","","","","settlement","no_preference","defendents","סימון מוצרים","תל אביב -יפו","employed",""
"150","2019-01-17 05:33:15","17/01/2019 12:33:25 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151","2019-01-17 05:33:56","17/01/2019 12:43:27 pm","Complete","1","1","3","2","4","3","1","4","","","","","","","","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","אסף שילה","","","","","חן יערי רוזן עם גלעד ברנע","","","","","","","","","","","","","גורנציקי","יגאל ארנון","","ש.הורוביץ","","","","","","","בלטר גוט אלוני","","","","","","","","","","","","","","בועז בן צור","","","","","","","","תמר בזק רפפורט","שושנה אלמגור","internet","","מחוזי מרכז","","","בנקאות","","ניירות ערך","","","","","","","settlement","single_office","both","כאשר עילת התביעה רעועה","תל אביב -יפו","partner",""
"152","2019-01-17 05:37:00","17/01/2019 12:37:19 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153","2019-01-17 05:37:37","17/01/2019 1:06:26 pm","Complete","1","1","4","2","2","1","1","2","גיל רון קינן ושות'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","מיתר ליקוורניק","גולדפרב זליגמן","","","","גורנציקי","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","יחזקאל קינר","public_housing","","מחוזי מרכז","","","בנקאות","","ניירות ערך","","","","","","","legal_mediation","single_office","defendents","השאלה רחבה מדי ולא ניתן להשיב עליה. כל מקרה לגופו. ","תל אבני","partner",""
"154","2019-01-17 05:47:53","17/01/2019 12:51:51 pm","Partial","1","2","3","4","1","1","3","4","גיל רון קינן ושות'","","","","","","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","","אסף שילה","","","","","","","","","","","","","","","","","","","יגאל ארנון","","ש.הורוביץ","","","","עמר רייטר זאן","","","","","אגמון ושות רוזנברג הכהן ושות","","","","ש.פרידמן","","","","","","","","","","","","","","","","תמר בזק רפפורט","רות רונן","","","","","","","","","","","","","","","","","","","","",""
"155","2019-01-17 06:02:11","17/01/2019 1:06:51 pm","Complete","1","2","4","2","2","2","4","2","","","","","","","","","","","","","אסף פינק","","","","","","גולן נפתלי","","","","","","","","","","","","","","","","","","","","רם דקל","","","","","","","","","","","יגאל ארנון","נשיץ ברנדס אמיר","ש.הורוביץ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","תמר בזק רפפורט","רות רונן","privacy","","מחוזי מרכז","צרכנות","ביטוח","","","","","","","","","","legal_mediation","single_office","defendents","המוכוונת לשכט וגמול","תל אביב -יפו","partner",""
"156","2019-01-16 08:39:33","17/01/2019 1:21:33 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157","2019-01-17 06:49:33","17/01/2019 1:57:21 pm","Complete","1","1","2","3","4","5","4","4","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","","חן שטיין","","","","","","","","","","","","מיתר ליקוורניק","","","","","","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","מיכל אגמון גונן","יחזקאל קינר","internet","","מחוזי ת""א","צרכנות","","","","","","","","דיני עבודה","","","legal_mediation","single_office","prosecutors","רק תובענה שכבר תלויה ועומדת נגד הנתבעת המוגשת בשנית על ידי תובע אחר. ","ירושלים","owner",""
