"Response ID","Set Number:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","Card Number:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","שיטת הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","סכום הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","אופן קבלת הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","Score:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  "
"281","5","2","push","25","coupon","0"
"281","5","3","pull","50","credit_cart","100"
"282","1","1","push","75","bank_cheque","0"
"282","1","2","push","100","coupon","100"
"282","1","3","pull","25","credit_cart","0"
"282","2","1","pull","50","refund_next_purchase","0"
"282","2","2","push","75","credit_cart","100"
"282","2","3","push","25","refund_next_purchase","0"
"282","3","1","push","100","bank_cheque","100"
"282","3","2","push","50","another_product","0"
"282","3","3","push","100","another_product","0"
"282","4","1","pull","50","another_product","0"
"282","4","2","push","75","coupon","100"
"282","4","3","pull","50","bank_cheque","0"
"282","5","1","push","25","credit_cart","0"
"282","5","2","pull","100","coupon","100"
"282","5","3","pull","75","refund_next_purchase","0"
"283","1","1","pull","75","bank_cheque","100"
"283","1","2","pull","50","coupon","0"
"283","1","3","pull","25","another_product","0"
"283","2","1","push","100","refund_next_purchase","100"
"283","2","2","push","25","another_product","0"
"283","2","3","pull","100","refund_next_purchase","0"
"283","3","1","push","75","bank_cheque","100"
"283","3","2","pull","50","credit_cart","0"
"283","3","3","pull","75","credit_cart","0"
"283","4","1","pull","50","another_product","100"
"283","4","2","pull","100","credit_cart","0"
"283","4","3","push","50","refund_next_purchase","0"
"283","5","1","pull","100","bank_cheque","100"
"283","5","2","pull","25","coupon","0"
"283","5","3","pull","25","refund_next_purchase","0"
"284","1","1","pull","75","bank_cheque","0"
"284","1","2","push","50","credit_cart","100"
"284","1","3","push","25","another_product","0"
"284","2","1","push","100","coupon","100"
"284","2","2","pull","75","refund_next_purchase","0"
"284","2","3","pull","25","coupon","0"
"284","3","1","pull","50","another_product","0"
"284","3","2","pull","100","credit_cart","0"
"284","3","3","pull","50","refund_next_purchase","100"
"284","4","1","pull","25","credit_cart","0"
"284","4","2","pull","100","refund_next_purchase","0"
"284","4","3","push","75","coupon","100"
"284","5","1","pull","100","bank_cheque","100"
"284","5","2","push","75","bank_cheque","0"
"284","5","3","push","25","bank_cheque","0"
"285","1","1","pull","75","another_product","0"
"285","1","2","push","100","coupon","100"
"285","1","3","push","50","bank_cheque","0"
"285","2","1","pull","25","refund_next_purchase","0"
"285","2","2","push","50","credit_cart","100"
"285","2","3","pull","75","refund_next_purchase","0"
"285","3","1","push","25","credit_cart","0"
"285","3","2","push","75","another_product","0"
"285","3","3","push","50","coupon","100"
"285","4","1","push","25","bank_cheque","0"
"285","4","2","pull","100","coupon","0"
"285","4","3","pull","75","bank_cheque","100"
"285","5","1","pull","50","credit_cart","100"
"285","5","2","pull","25","another_product","0"
"285","5","3","pull","100","another_product","0"
"286","1","1","pull","100","bank_cheque","100"
"286","1","2","push","25","credit_cart","0"
"286","1","3","push","50","another_product","0"
"286","2","1","push","25","coupon","0"
"286","2","2","pull","75","refund_next_purchase","0"
"286","2","3","push","100","coupon","100"
"286","3","1","push","75","another_product","0"
"286","3","2","push","50","credit_cart","100"
"286","3","3","pull","25","refund_next_purchase","0"
"286","4","1","push","100","bank_cheque","100"
"286","4","2","pull","50","another_product","0"
"286","4","3","pull","100","credit_cart","0"
"286","5","1","push","75","refund_next_purchase","0"
"286","5","2","push","50","bank_cheque","0"
"286","5","3","push","75","coupon","100"
"287","1","1","push","100","bank_cheque","100"
"287","1","2","pull","25","coupon","0"
"287","1","3","push","75","another_product","0"
"287","2","1","push","25","credit_cart","0"
"287","2","2","push","100","another_product","0"
"287","2","3","push","75","credit_cart","100"
"287","3","1","pull","50","refund_next_purchase","0"
"287","3","2","push","50","coupon","100"
"287","3","3","pull","75","refund_next_purchase","0"
"287","4","1","pull","25","bank_cheque","0"
"287","4","2","push","100","refund_next_purchase","0"
"287","4","3","pull","50","bank_cheque","100"
"287","5","1","push","100","credit_cart","100"
"287","5","2","pull","50","another_product","0"
"287","5","3","push","25","coupon","0"
"288","1","1","pull","75","another_product","0"
"288","1","2","push","50","credit_cart","100"
"288","1","3","push","100","bank_cheque","0"
"288","2","1","push","50","coupon","0"
"288","2","2","push","25","bank_cheque","0"
"288","2","3","pull","100","coupon","100"
"288","3","1","pull","75","refund_next_purchase","0"
"288","3","2","pull","25","refund_next_purchase","0"
"288","3","3","pull","100","credit_cart","100"
"288","4","1","push","25","refund_next_purchase","0"
"288","4","2","push","75","another_product","100"
"288","4","3","push","50","bank_cheque","0"
"288","5","1","push","25","credit_cart","0"
"288","5","2","push","100","coupon","100"
"288","5","3","pull","75","credit_cart","0"
"289","1","1","pull","100","another_product","100"
"289","1","2","pull","50","credit_cart","0"
"289","1","3","push","25","refund_next_purchase","0"
"289","2","1","push","75","bank_cheque","100"
"289","2","2","push","100","coupon","0"
"289","2","3","push","25","coupon","0"
"289","3","1","push","50","credit_cart","0"
"289","3","2","pull","25","refund_next_purchase","0"
"289","3","3","pull","75","another_product","100"
"289","4","1","push","100","bank_cheque","100"
"289","4","2","push","50","bank_cheque","0"
"289","4","3","push","75","credit_cart","0"
"289","5","1","push","100","refund_next_purchase","100"
"289","5","2","push","25","another_product","0"
"289","5","3","pull","50","coupon","0"
"290","1","1","pull","100","bank_cheque","100"
"290","1","2","push","25","credit_cart","0"
"290","1","3","pull","75","refund_next_purchase","0"
"290","2","1","push","25","another_product","0"
"290","2","2","pull","50","coupon","0"
"290","2","3","push","75","credit_cart","100"
"290","3","1","push","50","coupon","0"
"290","3","2","push","75","another_product","100"
"290","3","3","push","25","bank_cheque","0"
"290","4","1","pull","50","another_product","0"
"290","4","2","pull","25","refund_next_purchase","0"
"290","4","3","push","50","credit_cart","100"
"290","5","1","push","100","bank_cheque","100"
"290","5","2","push","75","coupon","0"
"290","5","3","push","100","refund_next_purchase","0"
"291","1","1","pull","100","another_product","0"
"291","1","2","push","50","coupon","100"
"291","1","3","push","25","bank_cheque","0"
"291","2","1","push","50","credit_cart","0"
"291","2","2","pull","100","credit_cart","100"
"291","2","3","pull","25","bank_cheque","0"
"291","3","1","pull","75","coupon","0"
"291","3","2","push","50","another_product","0"
"291","3","3","pull","100","coupon","100"
"291","4","1","pull","75","refund_next_purchase","0"
"291","4","2","push","25","credit_cart","0"
"291","4","3","push","75","refund_next_purchase","100"
"291","5","1","pull","25","refund_next_purchase","100"
"291","5","2","push","75","another_product","0"
"291","5","3","push","50","refund_next_purchase","0"
"293","1","1","pull","75","bank_cheque","0"
"293","1","2","push","100","coupon","0"
"293","1","3","pull","50","credit_cart","100"
"293","2","1","push","100","another_product","0"
"293","2","2","pull","25","credit_cart","100"
"293","2","3","pull","50","refund_next_purchase","0"
"293","3","1","push","25","refund_next_purchase","0"
"293","3","2","push","50","bank_cheque","100"
"293","3","3","pull","75","coupon","0"
"293","4","1","push","75","coupon","0"
"293","4","2","push","25","bank_cheque","100"
"293","4","3","pull","50","another_product","0"
"293","5","1","pull","100","credit_cart","100"
"293","5","2","pull","25","another_product","0"
"293","5","3","pull","75","refund_next_purchase","0"
"294","1","1","push","100","bank_cheque","100"
"294","1","2","pull","50","credit_cart","0"
"294","1","3","pull","75","refund_next_purchase","0"
"294","2","1","push","25","coupon","0"
"294","2","2","pull","100","another_product","100"
"294","2","3","push","50","credit_cart","0"
"294","3","1","push","25","refund_next_purchase","0"
"294","3","2","pull","75","another_product","0"
"294","3","3","pull","100","coupon","100"
"294","4","1","pull","25","bank_cheque","0"
"294","4","2","push","50","bank_cheque","0"
"294","4","3","push","75","coupon","100"
"294","5","1","pull","100","refund_next_purchase","0"
"294","5","2","pull","75","credit_cart","0"
"294","5","3","pull","25","refund_next_purchase","100"
"295","1","1","pull","75","another_product","0"
"295","1","2","pull","50","credit_cart","100"
"295","1","3","push","25","bank_cheque","0"
"295","2","1","push","50","refund_next_purchase","0"
"295","2","2","pull","100","bank_cheque","100"
"295","2","3","push","25","coupon","0"
"295","3","1","push","75","another_product","0"
"295","3","2","pull","100","credit_cart","100"
"295","3","3","push","75","refund_next_purchase","0"
"295","4","1","push","25","credit_cart","0"
"295","4","2","pull","50","coupon","0"
"295","4","3","pull","75","bank_cheque","100"
"295","5","1","push","25","refund_next_purchase","0"
"295","5","2","push","100","coupon","100"
"295","5","3","push","50","another_product","0"
"296","1","1","pull","75","another_product","0"
"296","1","2","push","100","credit_cart","100"
"296","1","3","push","25","refund_next_purchase","0"
"296","2","1","pull","100","bank_cheque","100"
"296","2","2","pull","75","refund_next_purchase","0"
"296","2","3","push","25","coupon","0"
"296","3","1","pull","50","bank_cheque","0"
"296","3","2","push","25","credit_cart","100"
"296","3","3","pull","100","coupon","0"
"296","4","1","pull","50","another_product","0"
"296","4","2","pull","75","coupon","0"
"296","4","3","push","100","bank_cheque","100"
"296","5","1","pull","25","credit_cart","0"
"296","5","2","push","75","refund_next_purchase","0"
"296","5","3","pull","50","credit_cart","100"
"297","1","1","pull","100","another_product","0"
"297","1","2","push","25","coupon","100"
"297","1","3","pull","50","credit_cart","0"
"297","2","1","pull","25","bank_cheque","0"
"297","2","2","pull","75","refund_next_purchase","100"
"297","2","3","push","100","credit_cart","0"
"297","3","1","push","50","refund_next_purchase","0"
"297","3","2","pull","75","coupon","100"
"297","3","3","push","25","another_product","0"
"297","4","1","push","100","bank_cheque","0"
"297","4","2","push","50","bank_cheque","100"
"297","4","3","pull","75","another_product","0"
"297","5","1","pull","100","credit_cart","0"
"297","5","2","pull","50","refund_next_purchase","0"
"297","5","3","pull","25","coupon","100"
"298","1","1","push","75","bank_cheque","100"
"298","1","2","pull","50","credit_cart","0"
"298","1","3","push","100","refund_next_purchase","0"
"298","2","1","pull","50","another_product","0"
"298","2","2","push","25","coupon","0"
"298","2","3","pull","100","credit_cart","100"
"298","3","1","push","25","refund_next_purchase","0"
"298","3","2","pull","100","coupon","100"
"298","3","3","pull","75","another_product","0"
"298","4","1","pull","25","coupon","0"
"298","4","2","push","75","another_product","0"
"298","4","3","pull","25","bank_cheque","100"
"298","5","1","push","100","bank_cheque","100"
"298","5","2","push","50","credit_cart","0"
"298","5","3","pull","75","bank_cheque","0"
"299","1","1","push","75","bank_cheque","0"
"299","1","2","push","50","coupon","0"
"299","1","3","push","100","credit_cart","100"
"299","2","1","push","50","another_product","0"
"299","2","2","push","25","credit_cart","100"
"299","2","3","push","100","another_product","0"
"299","3","1","push","25","coupon","0"
"299","3","2","pull","50","bank_cheque","0"
"299","3","3","pull","75","coupon","100"
"299","4","1","push","25","refund_next_purchase","0"
"299","4","2","push","75","another_product","0"
"299","4","3","push","75","credit_cart","100"
"299","5","1","push","100","bank_cheque","100"
"299","5","2","pull","50","refund_next_purchase","0"
"299","5","3","pull","25","bank_cheque","0"
"300","1","1","pull","100","bank_cheque","100"
"300","1","2","push","25","coupon","0"
"300","1","3","pull","50","credit_cart","0"
"300","2","1","pull","25","refund_next_purchase","0"
"300","2","2","push","75","another_product","0"
"300","2","3","push","100","refund_next_purchase","100"
"300","3","1","push","50","another_product","0"
"300","3","2","push","25","credit_cart","0"
"300","3","3","push","75","coupon","100"
"300","4","1","push","100","bank_cheque","100"
"300","4","2","pull","50","bank_cheque","0"
"300","4","3","pull","75","coupon","0"
"300","5","1","push","50","refund_next_purchase","0"
"300","5","2","push","25","another_product","0"
"300","5","3","push","100","credit_cart","100"
"301","1","1","push","75","another_product","0"
"301","1","2","push","50","credit_cart","100"
"301","1","3","pull","25","refund_next_purchase","0"
"301","2","1","push","50","bank_cheque","100"
"301","2","2","pull","100","refund_next_purchase","0"
"301","2","3","pull","75","bank_cheque","0"
"301","3","1","push","25","another_product","0"
"301","3","2","pull","75","coupon","0"
"301","3","3","pull","100","credit_cart","100"
"301","4","1","pull","25","coupon","0"
"301","4","2","push","100","bank_cheque","100"
"301","4","3","push","25","coupon","0"
"301","5","1","push","50","refund_next_purchase","0"
"301","5","2","push","100","credit_cart","100"
"301","5","3","push","75","refund_next_purchase","0"
"302","1","1","push","100","another_product","0"
"302","1","2","pull","50","coupon","0"
"302","1","3","push","75","credit_cart","100"
"302","2","1","push","25","bank_cheque","0"
"302","2","2","push","100","credit_cart","100"
"302","2","3","pull","50","bank_cheque","0"
"302","3","1","pull","75","refund_next_purchase","100"
"302","3","2","pull","25","refund_next_purchase","0"
"302","3","3","pull","100","coupon","0"
"302","4","1","push","50","another_product","100"
"302","4","2","push","75","coupon","0"
"302","4","3","pull","50","another_product","0"
"302","5","1","push","100","bank_cheque","100"
"302","5","2","push","25","credit_cart","0"
"302","5","3","pull","25","bank_cheque","0"
"303","1","1","pull","75","another_product","0"
"303","1","2","pull","100","coupon","100"
"303","1","3","pull","50","bank_cheque","0"
"303","2","1","push","25","credit_cart","0"
"303","2","2","pull","100","refund_next_purchase","100"
"303","2","3","pull","50","another_product","0"
"303","3","1","pull","25","refund_next_purchase","0"
"303","3","2","push","50","bank_cheque","0"
"303","3","3","push","75","coupon","100"
"303","4","1","pull","25","credit_cart","0"
"303","4","2","push","100","credit_cart","100"
"303","4","3","push","50","coupon","0"
"303","5","1","push","100","bank_cheque","100"
"303","5","2","push","25","refund_next_purchase","0"
"303","5","3","pull","75","bank_cheque","0"
"304","1","1","pull","100","bank_cheque","100"
"304","1","2","pull","50","credit_cart","0"
"304","1","3","pull","25","another_product","0"
"304","2","1","push","75","coupon","100"
"304","2","2","pull","100","another_product","0"
"304","2","3","pull","50","refund_next_purchase","0"
"304","3","1","pull","75","bank_cheque","100"
"304","3","2","pull","50","coupon","0"
"304","3","3","pull","75","credit_cart","0"
"304","4","1","pull","25","refund_next_purchase","0"
"304","4","2","push","25","credit_cart","0"
"304","4","3","push","100","refund_next_purchase","100"
"304","5","1","push","50","coupon","100"
"304","5","2","push","75","another_product","0"
"304","5","3","pull","25","bank_cheque","0"
"305","1","1","push","100","another_product","100"
"305","1","2","pull","50","coupon","0"
"305","1","3","pull","25","credit_cart","0"
"305","2","1","pull","50","refund_next_purchase","0"
"305","2","2","pull","75","bank_cheque","100"
"305","2","3","push","25","coupon","0"
"305","3","1","push","75","credit_cart","0"
"305","3","2","pull","25","refund_next_purchase","0"
"305","3","3","push","100","bank_cheque","100"
"305","4","1","push","50","another_product","0"
"305","4","2","push","75","bank_cheque","0"
"305","4","3","pull","100","another_product","100"
"305","5","1","push","50","refund_next_purchase","0"
"305","5","2","push","100","credit_cart","100"
"305","5","3","pull","25","coupon","0"
"306","1","1","push","100","another_product","0"
"306","1","2","push","50","coupon","0"
"306","1","3","push","75","credit_cart","100"
"306","2","1","pull","50","refund_next_purchase","0"
"306","2","2","push","100","bank_cheque","100"
"306","2","3","push","75","coupon","0"
"306","3","1","pull","100","bank_cheque","100"
"306","3","2","pull","25","refund_next_purchase","0"
"306","3","3","pull","50","credit_cart","0"
"306","4","1","push","75","another_product","0"
"306","4","2","pull","50","bank_cheque","100"
"306","4","3","pull","75","refund_next_purchase","0"
"306","5","1","pull","25","another_product","0"
"306","5","2","pull","100","coupon","0"
"306","5","3","pull","75","credit_cart","100"
"307","1","1","pull","100","another_product","0"
"307","1","2","pull","50","credit_cart","100"
"307","1","3","pull","25","refund_next_purchase","0"
"307","2","1","pull","50","bank_cheque","100"
"307","2","2","push","75","refund_next_purchase","0"
"307","2","3","pull","25","coupon","0"
"307","3","1","push","100","coupon","0"
"307","3","2","push","25","bank_cheque","100"
"307","3","3","push","75","credit_cart","0"
"307","4","1","push","100","another_product","0"
"307","4","2","pull","75","bank_cheque","100"
"307","4","3","pull","100","credit_cart","0"
"307","5","1","push","25","refund_next_purchase","0"
"307","5","2","push","50","another_product","0"
"307","5","3","push","50","coupon","100"
"308","1","1","pull","100","another_product","0"
"308","1","2","pull","25","coupon","0"
"308","1","3","push","50","bank_cheque","100"
"308","2","1","pull","75","credit_cart","0"
"308","2","2","push","50","refund_next_purchase","0"
"308","2","3","push","100","bank_cheque","100"
"308","3","1","push","25","credit_cart","0"
"308","3","2","push","75","refund_next_purchase","100"
"308","3","3","pull","75","another_product","0"
"308","4","1","push","25","coupon","0"
"308","4","2","push","50","another_product","0"
"308","4","3","push","25","bank_cheque","100"
"308","5","1","pull","50","refund_next_purchase","0"
"308","5","2","pull","75","coupon","0"
"308","5","3","pull","50","credit_cart","100"
"309","1","1","pull","75","bank_cheque","0"
"309","1","2","push","100","credit_cart","100"
"309","1","3","pull","25","another_product","0"
"309","2","1","pull","100","coupon","100"
"309","2","2","push","75","another_product","0"
"309","2","3","pull","25","coupon","0"
"309","3","1","push","50","bank_cheque","0"
"309","3","2","push","100","refund_next_purchase","0"
"309","3","3","push","50","credit_cart","100"
"309","4","1","push","25","another_product","0"
"309","4","2","pull","50","coupon","0"
"309","4","3","pull","100","credit_cart","100"
"309","5","1","push","75","refund_next_purchase","0"
"309","5","2","pull","25","bank_cheque","100"
"309","5","3","pull","50","refund_next_purchase","0"
"310","1","1","push","75","bank_cheque","100"
"310","1","2","push","50","credit_cart","0"
"310","1","3","push","25","refund_next_purchase","0"
"310","2","1","push","100","another_product","100"
"310","2","2","pull","25","coupon","0"
"310","2","3","push","50","another_product","0"
"310","3","1","push","75","coupon","0"
"310","3","2","push","100","credit_cart","100"
"310","3","3","push","25","bank_cheque","0"
"310","4","1","pull","50","refund_next_purchase","0"
"310","4","2","push","100","coupon","100"
"310","4","3","push","50","refund_next_purchase","0"
"310","5","1","pull","25","bank_cheque","0"
"310","5","2","push","75","credit_cart","100"
"310","5","3","pull","100","bank_cheque","0"
"312","1","1","pull","100","another_product","0"
"312","1","2","push","25","coupon","100"
"312","1","3","pull","75","credit_cart","0"
"312","2","1","pull","25","refund_next_purchase","0"
"312","2","2","pull","50","bank_cheque","0"
"312","2","3","push","75","refund_next_purchase","100"
"312","3","1","pull","50","credit_cart","0"
"312","3","2","pull","75","coupon","0"
"312","3","3","push","100","another_product","100"
"312","4","1","push","50","bank_cheque","100"
"312","4","2","pull","25","credit_cart","0"
"312","4","3","pull","100","coupon","0"
"312","5","1","push","75","bank_cheque","100"
"312","5","2","pull","50","refund_next_purchase","0"
"312","5","3","pull","25","another_product","0"
"313","1","1","push","100","bank_cheque","100"
"313","1","2","pull","25","coupon","0"
"313","1","3","push","50","credit_cart","0"
"313","2","1","pull","75","refund_next_purchase","100"
"313","2","2","pull","50","another_product","0"
"313","2","3","pull","100","another_product","0"
"313","3","1","pull","75","credit_cart","0"
"313","3","2","pull","25","bank_cheque","0"
"313","3","3","push","100","coupon","100"
"313","4","1","pull","50","refund_next_purchase","0"
"313","4","2","push","25","coupon","0"
"313","4","3","push","50","refund_next_purchase","100"
"313","5","1","push","75","credit_cart","100"
"313","5","2","push","25","another_product","0"
"313","5","3","push","100","another_product","0"
"314","1","1","push","100","bank_cheque","100"
"314","1","2","pull","50","coupon","0"
"314","1","3","pull","25","another_product","0"
"314","2","1","pull","50","credit_cart","100"
"314","2","2","push","25","another_product","0"
"314","2","3","pull","75","refund_next_purchase","0"
"314","3","1","pull","75","bank_cheque","0"
"314","3","2","pull","100","coupon","100"
"314","3","3","pull","25","refund_next_purchase","0"
"314","4","1","push","75","coupon","0"
"314","4","2","push","50","credit_cart","0"
"314","4","3","push","100","credit_cart","100"
"314","5","1","push","50","another_product","0"
"314","5","2","pull","25","bank_cheque","100"
"314","5","3","push","75","refund_next_purchase","0"
"315","1","1","pull","75","bank_cheque","0"
"315","1","2","pull","100","coupon","100"
"315","1","3","push","50","credit_cart","0"
"315","2","1","pull","100","refund_next_purchase","100"
"315","2","2","pull","50","credit_cart","0"
"315","2","3","pull","75","refund_next_purchase","0"
"315","3","1","push","25","another_product","100"
"315","3","2","pull","25","coupon","0"
"315","3","3","pull","50","another_product","0"
"315","4","1","pull","100","bank_cheque","100"
"315","4","2","pull","25","bank_cheque","0"
"315","4","3","pull","75","credit_cart","0"
"315","5","1","pull","50","coupon","0"
"315","5","2","push","100","another_product","0"
"315","5","3","push","75","refund_next_purchase","100"
"316","1","1","pull","75","bank_cheque","0"
"316","1","2","push","50","coupon","100"
"316","1","3","push","100","another_product","0"
"316","2","1","pull","25","credit_cart","100"
"316","2","2","push","25","refund_next_purchase","0"
"316","2","3","pull","100","another_product","0"
"316","3","1","push","50","credit_cart","100"
"316","3","2","push","75","refund_next_purchase","0"
"316","3","3","pull","25","coupon","0"
"316","4","1","pull","100","refund_next_purchase","0"
"316","4","2","pull","50","bank_cheque","0"
"316","4","3","push","25","bank_cheque","100"
"316","5","1","push","75","another_product","0"
"316","5","2","pull","50","credit_cart","100"
"316","5","3","pull","75","coupon","0"
"317","1","1","pull","75","bank_cheque","0"
"317","1","2","push","100","credit_cart","100"
"317","1","3","push","50","refund_next_purchase","0"
"317","2","1","push","100","another_product","0"
"317","2","2","pull","75","coupon","100"
"317","2","3","push","25","bank_cheque","0"
"317","3","1","push","25","another_product","0"
"317","3","2","push","100","coupon","100"
"317","3","3","pull","75","refund_next_purchase","0"
"317","4","1","push","50","credit_cart","100"
"317","4","2","pull","25","coupon","0"
"317","4","3","push","75","refund_next_purchase","0"
"317","5","1","push","50","bank_cheque","100"
"317","5","2","push","25","credit_cart","0"
"317","5","3","pull","50","another_product","0"
"318","1","1","push","75","bank_cheque","100"
"318","1","2","pull","50","coupon","0"
"318","1","3","push","100","another_product","0"
"318","2","1","push","25","refund_next_purchase","0"
"318","2","2","pull","75","credit_cart","100"
"318","2","3","pull","25","refund_next_purchase","0"
"318","3","1","push","50","credit_cart","100"
"318","3","2","pull","25","bank_cheque","0"
"318","3","3","pull","100","coupon","0"
"318","4","1","push","50","another_product","0"
"318","4","2","push","75","coupon","100"
"318","4","3","pull","100","another_product","0"
"318","5","1","pull","100","credit_cart","100"
"318","5","2","push","75","refund_next_purchase","0"
"318","5","3","pull","25","another_product","0"
"319","1","1","push","100","another_product","100"
"319","1","2","push","50","credit_cart","0"
"319","1","3","pull","25","refund_next_purchase","0"
"319","2","1","pull","75","bank_cheque","0"
"319","2","2","pull","100","coupon","100"
"319","2","3","pull","50","credit_cart","0"
"319","3","1","pull","25","coupon","0"
"319","3","2","push","50","bank_cheque","0"
"319","3","3","push","100","refund_next_purchase","100"
"319","4","1","pull","75","refund_next_purchase","0"
"319","4","2","push","75","another_product","100"
"319","4","3","push","25","another_product","0"
"319","5","1","push","75","bank_cheque","0"
"319","5","2","pull","100","credit_cart","100"
"319","5","3","push","50","coupon","0"
"320","1","1","pull","100","bank_cheque","100"
"320","1","2","push","25","credit_cart","0"
"320","1","3","push","75","another_product","0"
"320","2","1","pull","25","coupon","0"
"320","2","2","push","50","another_product","0"
"320","2","3","pull","100","coupon","100"
"320","3","1","push","50","refund_next_purchase","0"
"320","3","2","push","100","refund_next_purchase","0"
"320","3","3","push","75","bank_cheque","100"
"320","4","1","pull","50","credit_cart","0"
"320","4","2","push","25","bank_cheque","0"
"320","4","3","push","75","refund_next_purchase","100"
"320","5","1","push","100","another_product","0"
"320","5","2","pull","50","coupon","0"
"320","5","3","pull","75","credit_cart","100"
"322","1","1","push","75","another_product","0"
"322","1","2","pull","50","coupon","0"
"322","1","3","push","100","credit_cart","100"
"322","2","1","pull","50","bank_cheque","0"
"322","2","2","pull","25","refund_next_purchase","0"
"322","2","3","pull","100","coupon","100"
"322","3","1","push","75","refund_next_purchase","0"
"322","3","2","pull","100","another_product","100"
"322","3","3","push","25","credit_cart","0"
"322","4","1","pull","50","another_product","0"
"322","4","2","pull","75","bank_cheque","100"
"322","4","3","push","25","coupon","0"
"322","5","1","pull","50","credit_cart","0"
"322","5","2","pull","100","bank_cheque","100"
"322","5","3","pull","25","bank_cheque","0"
"323","1","1","push","100","another_product","100"
"323","1","2","pull","25","credit_cart","0"
"323","1","3","push","75","refund_next_purchase","0"
"323","2","1","push","25","coupon","100"
"323","2","2","pull","50","refund_next_purchase","0"
"323","2","3","pull","75","bank_cheque","0"
"323","3","1","pull","100","another_product","100"
"323","3","2","pull","75","coupon","0"
"323","3","3","push","100","credit_cart","0"
"323","4","1","pull","50","bank_cheque","0"
"323","4","2","push","25","credit_cart","100"
"323","4","3","pull","50","another_product","0"
"323","5","1","push","100","bank_cheque","0"
"323","5","2","push","75","coupon","100"
"323","5","3","push","25","refund_next_purchase","0"
"324","1","1","pull","75","another_product","0"
"324","1","2","push","100","credit_cart","100"
"324","1","3","push","25","bank_cheque","0"
"324","2","1","pull","50","refund_next_purchase","0"
"324","2","2","pull","25","coupon","0"
"324","2","3","push","75","bank_cheque","100"
"324","3","1","push","50","credit_cart","100"
"324","3","2","push","75","refund_next_purchase","0"
"324","3","3","push","100","another_product","0"
"324","4","1","pull","50","coupon","0"
"324","4","2","pull","100","refund_next_purchase","0"
"324","4","3","pull","25","credit_cart","100"
"324","5","1","pull","50","another_product","0"
"324","5","2","push","100","bank_cheque","100"
"324","5","3","pull","75","coupon","0"
"325","1","1","push","100","another_product","0"
"325","1","2","pull","50","coupon","0"
"325","1","3","push","75","bank_cheque","100"
"325","2","1","push","25","refund_next_purchase","0"
"325","2","2","push","100","bank_cheque","0"
"325","2","3","push","50","credit_cart","100"
"325","3","1","pull","75","another_product","0"
"325","3","2","pull","25","coupon","0"
"325","3","3","push","75","credit_cart","100"
"325","4","1","pull","100","coupon","0"
"325","4","2","pull","25","refund_next_purchase","100"
"325","4","3","pull","50","credit_cart","0"
