"Response ID","Time Started","Date Submitted","Status","age","q1_hear_term_class_action","q2_what_is_a_class_action","אחר, פרט::q2_what_is_a_class_action","q4_class_action_past","כן, אנא פרט/י איזו תביעה הכי זכורה לך::q4_class_action_past","q5_class_action_defend_public","q6_receive_benefit","q7_receive_amount","q8_receive_how","q9_support_increased_fee","q10_why_support_increased_fee","q11_not_support_not_opposed_why","q12_opposed_why","q13_considering_filing","תקשורת:q14_filing_field","צרכנות:q14_filing_field","בנקאות:q14_filing_field","ביטוח:q14_filing_field","ניירות ערך:q14_filing_field","דיני עבודה:q14_filing_field","זיהום ופגיעה בסביבה:q14_filing_field","ספאם:q14_filing_field","אפליה על רקע גזע ודת:q14_filing_field","נגישות:q14_filing_field","תביעה נגד רשויות:q14_filing_field","אחר, פרט::q14_filing_field","אחר, פרט::q14_filing_field","q15_fee_prevent_filing","q16_quantify_compensation","אחר, פרט::q16_quantify_compensation","gender","edu","family_status","employment","income","rel","אחר, פרט::rel","rel_deg","אחר, פרט::rel_deg","city"
"268","2019-01-17 02:49:32","17/01/2019 9:55:16 am","Complete","47","1","public_suit_individual_loss","","0","","4","1","4","cash","1","","","כי זה יפגע בצרכנים","0","","","","","","","","","","","","","","1","99","","female","4","married","hired","4","Jew","","Religious","","פתח תקווה"
"269","2019-01-17 02:49:37","17/01/2019 9:56:02 am","Complete","29","1","state_neglect","","0","","3","1","7","cash","3","","התביעות הייצוגיות אכן הפכו לעיתים כלי להתעשרות ולעיתים התביעות קטנוניות מאוד כך שפוגעות באנשים שזקוקים יותר לפניות בית המשפט. אך מצד שני יש תביוות ייצוגיות חשובות והדבר עלול להרתיע מלהגישן.","","0","","","","","","","","","","","","","","-99","5","","female","4","married","hired","3","Jew","","Secular","","רמת גן"
"270","2019-01-17 02:49:45","17/01/2019 9:53:00 am","Complete","46","0","","","0","","3","0","","","-99","","","","1","","","","insurance","","","","","","","","","","-99","99","","female","2","married","hired","3","Jew","","Traditional","","תל אביב -יפו"
"271","2019-01-17 02:49:51","17/01/2019 9:54:29 am","Complete","69","1","public_suit_individual_loss","","1","מחירי הקוטג׳","5","1","20","cheque","1","","","כי כוונתה להעשיר את אוצר המדינה ולמנוע מהציבור הרחב להגיש תובענות אלה","0","","","","","","","","","","","","","","1","3","","male","5","married","pension","5","Jew","","Secular","","חיפה"
"272","2019-01-17 02:50:00","17/01/2019 9:54:46 am","Complete","28","1","public_suit_individual_loss","","1","קבוצות רכישה של דירות","4","0","","","1","","","מספיק לגנוב אזרחים כי המדינה לא רוצה לעבוד","0","","","","","","","","","","","","","","1","5","","male","3","single","hired","3","Other","לא מאמין בבפבפחות ","Secular","","רמת גן"
"273","2019-01-17 02:49:58","17/01/2019 9:57:51 am","Complete","43","1","public_suit_individual_loss","","0","","4","1","100","cheque","3","","מצד אחד חייב לשלם אגרה, מצד שני חייב לעזור לאלא שתובעים ולהקל עליהם","","0","","","","","","","","","","","","","","1","3","","female","2","married","hired","4","Jew","","Secular","","אשדוד"
"274","2019-01-17 02:50:06","17/01/2019 9:53:56 am","Complete","52","1","public_suit_individual_loss","","1","הוט.שופרסל","5","1","3 ש""ח","benefit_discount","2","","","מחיר לא מוצדק.מפני שזה ירתיע אנשים להגיש תביעה ייצוגית","0","","","","","","","","","","","","","","1","3","","female","3","married","hired","3","Jew","","Secular","","רמת גן"
"275","2019-01-17 02:50:08","17/01/2019 9:53:39 am","Complete","28","1","public_suit_individual_loss","","0","","3","0","","","2","","","נצטרך לשלם 8000 שח כדי לתבוע ביחד עם עוד כמה אנשים? יקר ולא פייר, יש אנשים ללא אמצעים","0","","","","","","","","","","","","","","1","3","","female","2","married","hired","4","Jew","","Secular","","מעלה אדומים"
"276","2019-01-17 02:49:34","17/01/2019 9:55:03 am","Complete","23","1","public_suit_individual_loss","","1","תביעה נגד חברת אגד","5","-99","","","1","","","כי כשהעלות כל כך יקרה זה קשה לתבוע את מי שבאמת לא התנהג כשורה ואז יווצר מצב שההרתעה תרד","0","","","","","","","","","","","","","","1","4","","female","3","married","hired","2","Jew","","Ultra-orthodox","","ירושלים"
"277","2019-01-17 02:50:05","17/01/2019 10:03:02 am","Complete","32","1","public_suit_individual_loss","","0","","4","1","8","cash","3","","החוק צריך להיות לפי דעתי שמי שצריך אותו שישתמש בו להוריד את הסכום שלו זה לא מוסרי כי חברת גדולות עושת מה שהם רוצות ואנחנו בתור הלקוח נפגעים","","0","","","","","","","","","","","","","","-99","4","","male","3","married","self_employed","4","Jew","","Traditional","","הרצלייה"
"278","2019-01-17 02:50:11","17/01/2019 9:54:31 am","Complete","23","1","state_neglect","","0","","3","0","","","1","","","מכיוון שלא לכל אדם יש סכומים אלו","1","","","","","","labor","","","","","","","","1","5","","female","2","single","unemployed","2","Jew","","Traditional","","באר שבע"
"279","2019-01-17 02:50:21","17/01/2019 9:54:48 am","Complete","33","1","other_specify","שילוב של 1,24","1","תנובה, אסוס, חברות סלולר, בזק","4","1","כמה שקלים או הטבה בחשבונית סלולר","coupon","3","","האגרה עלולה להרתיע בו בזמן מדובר במנגנון חשוב ","","0","","","","","","","","","","","","","","1","5","","female","4","single","hired","3","Jew","","Secular","","ת""א"
"280","2019-01-17 02:50:32","17/01/2019 9:53:26 am","Complete","41","1","public_suit_individual_loss","","1","שופרסל","5","1","13","cash","1","","","חוסר יכולת להגשת תביעות צודקות","0","","","","","","","","","","","","","","1","2","","male","4","married","hired","4","Jew","","Secular","","אשדוד"
"281","2019-01-17 02:44:58","17/01/2019 9:53:20 am","Complete","34","1","public_suit_individual_loss","","0","","3","0","","","4","זה עוזר לאזרחים","","","0","","","","","","","","","","","","","","0","5","","male","4","single","hired","3","Jew","","Secular","","ירושלים"
"282","2019-01-17 02:50:32","17/01/2019 9:54:11 am","Complete","74","1","public_suit_individual_loss","","0","","5","-99","","","1","","","לא מאפשרת תביעות אמיתיות להיות מוגשות בגלל המחיר","0","","","","","","","","","","","","","","1","5","","male","3","married","self_employed","3","Jew","","Secular","","הרצלייה"
"283","2019-01-17 02:50:45","17/01/2019 9:54:01 am","Complete","26","1","public_suit_individual_loss","","0","","5","1","10","coupon","2","","","","0","","","","","","","","","","","","","","1","5","","female","3","single","hired","3","Jew","","Secular","","גבעתיים"
"284","2019-01-17 02:50:49","17/01/2019 9:53:41 am","Complete","45","0","","","0","","5","0","","","5","כי זה מקובל","","","0","","","","","","","","","","","","","","0","2","","female","4","single","self_employed","3","Jew","","Traditional","","קריית שמונה"
"285","2019-01-17 02:50:41","17/01/2019 9:56:20 am","Complete","53","1","public_suit_individual_loss","","1","שןפרסל","5","1","4","benefit_discount","2","","","מונע מלהגיש","0","","","","","","","","","","","","","","1","1","","female","2","married","hired","1","Jew","","Religious","","מגדל העמק"
"286","2019-01-17 02:48:06","17/01/2019 9:57:01 am","Complete","41","1","state_neglect","","1","פורד","5","1","1000","cash","2","","","צריך לתת אפשרות לאנשים להגיש את התביעות הללו","0","","","","","","","","","","","","","","1","3","","female","4","divorced_separated","hired","2","Jew","","Secular","","פתח תקווה"
"287","2019-01-17 02:50:47","17/01/2019 9:59:16 am","Complete","31","1","public_suit_individual_loss","","1","פלאפון","5","0","","","2","","","אגרה גבוהה מידי","0","","","","","","","","","","","","","","-99","5","","female","4","married","self_employed","3","Jew","","Secular","","רעננה"
"288","2019-01-17 02:50:54","17/01/2019 9:54:47 am","Complete","30","1","public_suit_individual_loss","","1","שופרסל, פרטנר","5","1","5 וגם 7","benefit_discount","3","","לא תבעתי אף פעם לכן אני לא פקטור","","0","","","","","","","","","","","","","","0","4","","male","4","married","hired","2","Jew","","Religious","","ירושלים"
"289","2019-01-17 02:50:52","17/01/2019 9:54:44 am","Complete","36","1","advance_public_rights","","0","","5","1","4 שח בשופרסל","coupon","3","","החוק חשוב והסכומים הנקובים יכולים למנוע הגשות של תביעות","","0","","","","","","","","","","","","","","1","99","","female","4","married","hired","1","Jew","","Secular","","נס ציונה"
"290","2019-01-17 02:50:29","17/01/2019 9:54:44 am","Complete","32","1","public_suit_individual_loss","","1","כל ספקית אינטרנט","5","1","15 ש""ח","benefit_discount","1","","","כי מדובר על הכנסת רווחים ולא צמצום","0","","","","","","","","","","","","","","-99","99","","male","3","married","hired","1","Jew","","Traditional","","אשדוד"
"291","2019-01-17 02:50:31","17/01/2019 9:59:43 am","Complete","54","1","other_specify"," תביעה של תובע אחד שמשקף עוד אנשים שזכויותיהם נפגעו. ","1","סנו","3","0","","","4","כי מי שבאמת נהנה בתביעה ייצוגית במידה וזכה, הוא עורך הדין והלקוחות זוכים בקטנה.כל שאר הנפגעים לא מקבלים כלום","","","0","","","","","","","","","","","","","","0","5","","female","4","single","hired","3","Jew","","Traditional","","גבעתיים"
"292","2019-01-17 02:51:10","17/01/2019 9:51:53 am","Partial","44","1","public_suit_individual_loss","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"293","2019-01-17 02:51:12","17/01/2019 9:55:19 am","Complete","27","1","public_suit_individual_loss","","0","","4","-99","","","3","","לא מרגיש שמשפיע עלי","","0","","","","","","","","","","","","","","-99","4","","male","2","married","hired","1","Jew","","Religious","","חלמיש"
"294","2019-01-17 02:51:04","17/01/2019 9:54:21 am","Complete","42","1","advance_public_rights","","0","","5","0","","","2","","","ככה קשה יותר להגיש","0","","","","","","","","","","","","","","1","1","","female","4","married","hired","4","Jew","","Secular","","גדרה"
"295","2019-01-17 02:51:21","17/01/2019 9:55:23 am","Complete","25","1","public_suit_individual_loss","","0","","3","0","","","2","","","העלות לא אמורה לזנק ברמה כזו, כך האדם הקטן יתקשה לגשת לכך.","0","","","","","","","","","","","","","","1","99","","female","4","single","hired","4","Jew","","Secular","","רמת גן"
"296","2019-01-17 02:51:22","17/01/2019 9:56:02 am","Complete","63","1","public_suit_individual_loss","","1","פיצוי מתנובה לצרכנים","5","0","","","1","","","כי זה מקשה על האפשרות להגיש את התביעות","0","","","","","","","","","","","","","","1","6","20,000","male","2","divorced_separated","hired","1","Jew","","Secular","","גן נ"
"297","2019-01-17 02:51:27","17/01/2019 9:53:10 am","Complete","43","0","","","0","","3","0","","","3","","לא זוכרת","","0","","","","","","","","","","","","","","-99","99","","female","4","divorced_separated","hired","1","Jew","","Secular","","ירושלים"
"298","2019-01-17 02:51:37","17/01/2019 9:58:00 am","Complete","36","1","public_suit_individual_loss","","1","פרטנר, שופרסל","4","1","4","benefit_discount","1","","","כי במקום להקל עם הציבור היא רק מחזקת את האטימות שיש לממשלה.","0","","","","","","","","","","","","","","0","99","","male","3","married","hired","4","Jew","","Secular","","כרמיאל"
"299","2019-01-17 02:51:43","17/01/2019 2:27:14 pm","Complete","34","1","public_suit_individual_loss","","1","נגד חברת הוט","4","0","","","2","","","8000 ש""ח זה סכום גדול מדי להגשת התביעה יצוגית. בדרך כלל אנשים מפחדים ללכת נגד חברות גדולות כי חוששים שיפסידו כסף. בנוסף לזה יצטרכו לשלם להגשת התביעה.","0","","","","","","","","","","","","","","1","4","","female","4","married","hired","5","Jew","","Secular","","חולון"
"300","2019-01-17 02:52:05","17/01/2019 9:55:56 am","Complete","44","1","public_suit_individual_loss","","1","שופר סל","5","1","4","coupon","4","שיש לנו זכות","","","0","","","","","","","","","","","","","","-99","5","","female","3","single","hired","2","Jew","","Secular","","תל אביב -יפו"
"301","2019-01-17 02:52:02","17/01/2019 9:58:34 am","Complete","64","1","public_suit_individual_loss","","0","","4","0","","","3","","8000 ש""ח זה מחיר מוגזם","","0","","","","","","","","","","","","","","-99","5","","male","3","married","hired","2","Jew","","Traditional","","פתח תקווה"
"302","2019-01-17 02:52:08","17/01/2019 9:55:56 am","Complete","26","1","other_specify","תביעה של אדם אחד בשם ציבור שנגרם לו נזק מסוים","0","","4","0","","","-99","","","","0","","","","","","","","","","","","","","-99","4","","male","2","single","student","1","Jew","","Secular","","בית חורון"
"303","2019-01-17 02:52:24","17/01/2019 9:58:12 am","Complete","48","1","advance_public_rights","","0","","5","0","","","2","","","יכול להיות שהעלות הכספית תמנע מאנשים שכן זקוקים לייצוג הזה לפנות לעורכי דין","0","","","","","","","","","","","","","","-99","6","מאוד תלוי, אם זה מפגע חד פעמי ואם זה משהו שחוזר על עצמו","female","2","divorced_separated","hired","3","Jew","","Secular","","חיפה"
"304","2019-01-17 02:52:27","17/01/2019 9:58:31 am","Complete","39","1","public_suit_individual_loss","","1","נגד חברת פלאפון","5","-99","","","3","","לא תומכת, כיוון שאנשים יירתעו ברגע שיצטרכו לשלם אגרה, וגם אי אפשר לרדוף אחרי כולם שישלמו.","","0","","","","","","","","","","","","","","-99","5","","female","4","married","hired","5","Jew","","Traditional","","ראש העין"
"305","2019-01-17 02:52:28","17/01/2019 9:56:49 am","Complete","25","1","state_neglect","","1","הוט","2","0","","","1","","","אם אנשים תובעים תביעה ייצוגית היא כנראה כי הם נעשקו ועכשיו הם ייעשקו עוד יותר ","0","","","","","","","","","","","","","","-99","5","","female","3","married","hired","1","Jew","","Traditional","","ירושלים"
"306","2019-01-17 02:52:28","17/01/2019 10:00:24 am","Complete","36","1","lawyer_get_rich","","1","טרה ושטראוס שקאו למדן בטעם שוקולד מעדן שוקולד","2","0","","","4","למנוע התעסקות של בתי המשפט שלא לצורך","","","0","","","","","","","","","","","","","","0","5","","male","4","married","hired","4","Jew","","Religious","","בני דקלים"
"307","2019-01-17 02:52:38","17/01/2019 9:57:37 am","Complete","51","1","public_suit_individual_loss","","0","","4","1","5","coupon","1","","","פוגע בציבור","0","","","","","","","","","","","","","","1","5","","male","3","married","hired","4","Jew","","Traditional","","עפולה"
"308","2019-01-17 02:52:36","17/01/2019 9:57:04 am","Complete","34","1","public_suit_individual_loss","","1","סלולר","5","-99","","","3","","לא מכיר את תנאי הקדם לתביעה ייצוגית, כי אם כל אחד יכול הגיש על כל דבר ועל כל שטות אז הקביעה הזאת נכונה, אך אם יש תנאי סף מקשיחים אז קביעה זו אינה מוצדקת","","0","","","","","","","","","","","","","","-99","6","אני חושב שהסכום הוא יחסית למספר התושבים","male","5","married","hired","4","Jew","","Traditional","","עכו"
"309","2019-01-17 02:52:26","17/01/2019 9:56:31 am","Complete","29","1","public_suit_individual_loss","","0","","5","1","5","benefit_discount","3","","זה ימנע תיקים מיותרים אך יצמצים את הזכויות של האזרחים","","0","","","","","","","","","","","","","","1","5","","female","4","married","hired","5","Jew","","Secular","","קרית מוצקין"
"310","2019-01-17 02:52:45","17/01/2019 9:55:33 am","Complete","35","1","public_suit_individual_loss","","1","שופרסל","4","1","5","benefit_discount","3","","מצד אחד אכן מרחיק תובענות סרק מצד שני מקשה על הגשה של תובענות רציניות","","0","","","","","","","","","","","","","","-99","3","","female","5","married","hired","4","Jew","","Secular","","חיפה"
"312","2019-01-17 02:52:46","17/01/2019 10:00:36 am","Complete","27","1","public_suit_individual_loss","","1","זכורה לי תובענה בקשר למוצרים שרושמים למשל \""גלידת שוקולד\"" והרכיבים מונים קמצוצי אחוזים משוקולד אמיתי, זכורה לי תובענה בנושא המחירים באגורות בסופר","5","0","","","4","לא בחנתי את העניין לעומק אבל למיטב ידיעתי כשמדובר בתובענה ייצוגית מדובר בסכומים מאוד גדולים, כך שסכום של 8 אלפי שח אגרה יכול באמת למנוע הטרדה של בית המשפט ויכול להעיד שמדובר בעניין רציני ","","","0","","","","","","","","","","","","","","-99","1","","male","4","married","student","1","Jew","","Secular","","הוד השרון"
"313","2019-01-17 02:52:52","17/01/2019 9:58:31 am","Complete","68","1","public_suit_individual_loss","","0","","5","1","4","benefit_discount","-99","","","","0","","","","","","","","","","","","","","1","4","","male","3","married","pension","3","Jew","","Secular","","תל אביב יפו"
"314","2019-01-17 02:53:04","17/01/2019 9:59:29 am","Complete","24","1","public_suit_individual_loss","","0","","3","0","","","2","","","כי משפט צריך להיות הוגן ופיתוח לכולם, גם ככה עורכי דין זה יקר","0","","","","","","","","","","","","","","1","4","","female","4","single","student","3","Jew","","Secular","","תל אביב -יפו"
"315","2019-01-17 02:52:44","17/01/2019 9:58:20 am","Complete","36","1","public_suit_individual_loss","","1","חברת יס","5","1","2-3","benefit_discount","1","","","זו סתם עוד דרך לעשות רווחים ע""ח הציבור","0","","","","","","","","","","","","","","-99","4","","female","4","married","hired","4","Jew","","Secular","","אשדוד"
"316","2019-01-17 02:53:11","17/01/2019 9:58:34 am","Complete","45","1","public_suit_individual_loss","","1","תביעות על אריזות הגבינות הצהובות בסופרים","3","1","4","cash","4","כיוון שרבים ניסו להגיש תביעות מיותרות הואיל והאגרה היתה נמוכה ובכך סרבלו את המערכת המשפטית בתביעות סרק מיותרות","","","0","","","","","","","","","","","","","","0","2","","female","4","single","hired","3","Jew","","Traditional","","קריית אתא"
"317","2019-01-17 02:53:12","17/01/2019 9:55:55 am","Complete","45","1","advance_public_rights","","1","נוטלי אלטרוקסין","3","0","","","2","","","גריפת רווחים ע""ח הציבור","0","","","","","","","","","","","","","","1","5","","female","4","married","hired","4","Jew","","Secular","","ראשון לציון"
"318","2019-01-17 02:53:12","17/01/2019 9:58:12 am","Complete","29","1","public_suit_individual_loss","","1","נגד שופרסל","4","1","4 שח","cash","1","","","אנשים שנפגעו ממוסד כלשהו פגיעה כלכלית לא אמורים להוציא עוד אלפי שקלים בכדי לתבוע את מה שמגיע להם בחזרה","0","","","","","","","","","","","","","","1","4","","female","3","single","housewife","2","Jew","","Traditional","","באר שבע"
"319","2019-01-17 02:53:14","17/01/2019 9:54:54 am","Complete","42","1","public_suit_individual_loss","","0","","5","0","","","-99","","","","0","","","","","","","","","","","","","","0","99","","female","4","single","hired","3","Jew","","Religious","","עכו"
"320","2019-01-17 02:53:28","17/01/2019 9:58:34 am","Complete","26","1","public_suit_individual_loss","","0","","5","0","","","3","","נשמע הגיוני אבל מצד שני גם דרך להתעשר על חשבון הציבור","","0","","","","","","","","","","","","","","0","5","","female","4","married","hired","2","Jew","","Traditional","","באר שבע"
"321","2019-01-17 02:53:33","17/01/2019 9:55:04 am","Partial","29","1","public_suit_individual_loss","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322","2019-01-17 02:52:26","17/01/2019 10:12:12 am","Complete","45","1","public_suit_individual_loss","","1","נגד חברת ביטוח","4","1","50","cheque","1","","","במידה והסכום לא זמין בידי יוזמי התביעה לא יגישו את התביעה , זה מאפשר רק לעשירים להגיש תביעות","0","","","","","","","","","","","","","","1","3","","female","4","divorced_separated","hired","4","Muslim","","","","טירה"
"323","2019-01-17 02:53:39","17/01/2019 9:57:51 am","Complete","67","1","public_suit_individual_loss","","1","אסם","3","1","4 ש""ח","cash","5","משום שיש הרבה תביעות על כלום","","","0","","","","","","","","","","","","","","-99","99","","male","5","divorced_separated","hired","4","Jew","","Secular","","טבריה"
"324","2019-01-17 02:53:53","17/01/2019 9:56:32 am","Complete","39","1","public_suit_individual_loss","","1","נגד חברות סלולר ","4","1","300","cash","4","שלא כל אחד יגיש יצוגית .. אבל היתי מגדיר מינימום אנשים אולי לפיהם זה יקב כאילו מדרג כלשהו . כי הסכום בהחלט גבוה מידי ","","","0","","","","","","","","","","","","","","1","5","","male","5","single","hired","4","Jew","","Secular","","תל אביב -יפו"
"325","2019-01-17 02:53:56","17/01/2019 9:56:32 am","Complete","28","1","public_suit_individual_loss","","1","בעיות תעבורה בבית הספר ופגיעה של תלמידים בשל כך","5","0","","","5","","","","0","","","","","","","","","","","","","","1","1","","male","4","single","hired","2","Jew","","Secular","","מסדה"
"326","2019-01-17 02:54:06","17/01/2019 9:59:21 am","Complete","21","1","public_suit_individual_loss","","1","כנגד שופרסל, הבדלים בין המחירים המיוצגיים למחירי הקניה","4","0","","","3","","מצד אחד, אנשים ניצלו לרעה את אופצית התביעות הייצוגיות. מצד שני זהו מנגנון חיוני להגנה על הצרכן. כך שאין תשובה חדת משמעית, העלאה בסכום יכולה למנוע תביעות מיותרות אך מאידך יכולה למנוע מתביעות חיוניות.","","0","","","","","","","","","","","","","","1","4","","female","4","single","hired","4","Jew","","Secular","","בני ברק"
"327","2019-01-17 02:53:45","17/01/2019 10:01:59 am","Complete","21","1","public_suit_individual_loss","","0","","4","0","","","2","","","כי זה יגרום לכך שפחות תביעות ייצוגיות יוגשו בגלל העמלות במיוחד בציבורים חלשים","0","","","","","","","","","","","","","","-99","5","","female","2","married","student","1","Jew","","Religious","","כוכב יעקב"
"328","2019-01-17 02:54:14","17/01/2019 9:57:41 am","Complete","29","1","state_neglect","","0","","5","0","","","3","","לפעמים זה עוזר ולפעמים לא. ","","0","","","","","","","","","","","","","","-99","5","","female","4","single","hired","1","Jew","","Secular","","חולון"
"329","2019-01-17 02:54:21","17/01/2019 9:56:55 am","Complete","23","1","advance_public_rights","","0","","4","-99","","","1","","","מאפשר רק לגופים חזקים להגיע את התביעה. ","0","","","","","","","","","","","","","","1","4","","female","2","single","student","3","Jew","","Secular","","רמת השרון"
"330","2019-01-17 02:54:21","17/01/2019 9:58:10 am","Complete","34","1","advance_public_rights","","0","","4","1","100","benefit_discount","1","","","זה יוזמה של החברות הגדולות לבלום את התביעות האלה","0","","","","","","","","","","","","","","-99","5","","female","4","married","hired","2","Jew","","Secular","","מעגן מיכאל"
"331","2019-01-17 02:54:17","17/01/2019 10:01:21 am","Complete","38","1","public_suit_individual_loss","","0","","5","0","","","3","","לא מכיר מספיק בשביל לגבש דעה","","0","","","","","","","","","","","","","","1","99","","male","2","married","hired","4","Jew","","Religious","","רמת גן"
"332","2019-01-17 02:54:01","17/01/2019 10:08:13 am","Complete","31","1","public_suit_individual_loss","","1","תביעה נגד אסם שהובילה להגדלת אריזות באותו מחיר","5","0","","","4","משום שלעיתים יש גורמים שמנצלים לרעה את התנאים הקלים להגשת התביעות ומגישים עתירות חסרות הגינות. בנוסף לכך, האגרה החדשה די נמוכה.","","","0","","","","","","","","","","","","","","0","3","","male","5","single","hired","4","Jew","","Secular","","ירושלים"
"333","2019-01-17 02:54:24","17/01/2019 9:58:19 am","Complete","38","1","public_suit_individual_loss","","1","שופרסל - ","5","-99","","","2","","","זה חסם לתביעות יצוגיות","0","","","","","","","","","","","","","","-99","5","","male","3","married","hired","5","Jew","","Secular","","נס ציונה"
"334","2019-01-17 02:54:28","17/01/2019 9:59:02 am","Complete","26","1","state_neglect","","0","","5","0","","","5","","","","0","","","","","","","","","","","","","","-99","5","","male","2","single","hired","4","Jew","","Traditional","","ראש העין"
"335","2019-01-17 02:54:26","17/01/2019 10:00:32 am","Complete","35","1","public_suit_individual_loss","","0","","2","0","","","2","","","יש מקרים שבהם יש הצדקה להגשת תביעה ולעיתים לפרט לא קיימת אפשרות לשלם אגרה בסך גבונ כזה ולכן יוותר על התביעה","0","","","","","","","","","","","","","","1","3","","female","4","married","hired","2","Jew","","Traditional","","תל אביב -יפו"
"336","2019-01-17 02:54:36","17/01/2019 10:00:57 am","Complete","32","1","public_suit_individual_loss","","1","תביעה מול תנובה על מחירי המוצרים שלהם","4","0","","","1","","","מהלך שימנע מהאדם הפשוט להתחיל תהליך ליצירת צדק מול גופים גדולים ומושחטים","0","","","","","","","","","","","","","","1","3","","male","4","married","hired","2","Jew","","Secular","","רחובות"
"337","2019-01-17 02:54:58","17/01/2019 9:59:04 am","Complete","29","1","public_suit_individual_loss","","0","","3","0","","","3","","יכול להיות שזה הגיוני אבלהסכומים גדולים מדי.","","0","","","","","","","","","","","","","","-99","5","","male","3","single","hired","2","Jew","","Secular","","גן יבנה"
"338","2019-01-17 02:54:47","17/01/2019 9:57:35 am","Complete","31","1","public_suit_individual_loss","","1","תנובה","5","1","4","cash","5","","","","0","","","","","","","","","","","","","","1","4","","female","5","single","hired","3","Jew","","Secular","","תל אביב"
"339","2019-01-17 02:55:00","17/01/2019 9:57:49 am","Complete","24","0","","","0","","5","0","","","1","","","אנשים מיעוטי יכולת לא יוכלו לפעול","0","","","","","","","","","","","","","","1","3","","female","3","single","hired","1","Jew","","Secular","","ירושלים"
"340","2019-01-17 02:54:56","17/01/2019 9:56:38 am","Complete","26","1","public_suit_individual_loss","","0","","3","1","10","cheque","4","כדי להפחית","","","0","","","","","","","","","","","","","","0","2","","male","4","married","hired","3","Jew","","Traditional","","יאושלים"
"341","2019-01-17 02:55:05","17/01/2019 10:04:31 am","Complete","40","1","lawyer_get_rich","","0","","3","1","לא זוכר","coupon","4","ימנע הגשות של תלונות מטופשות","","","0","","","","","","","","","","","","","","-99","3","","male","4","married","hired","4","Jew","","Religious","","חדרה"
"342","2019-01-17 02:55:10","17/01/2019 10:06:47 am","Complete","33","1","public_suit_individual_loss","","0","","5","0","","","5","כי גם ככה בית המשפט עמוסים בתיקים, התשלום על האגרה יגרום למגישים לחשוב היטב האם הגשת תביעה ייצוגית עדיין כדאית להם.","","","0","","","","","","","","","","","","","","-99","4","","male","3","married","hired","3","Jew","","Secular","","חולון"
"343","2019-01-17 02:55:12","17/01/2019 10:04:42 am","Complete","38","1","state_neglect","","1","נגד חברות טבק, יצרני אסבסט, ","2","0","","","5","זכורה לי בקשה לתביעה יצוגית נגד מקדונלדס שנתבעה על כך שבתפריט שלה יש כנפי עוף ובפועל מגישה חצי כנף. אז לצמצם תביעות הזויות שכאלה.","","","0","","","","","","","","","","","","","","-99","6","תלוי בנזק הנגרם: אי נוחות סכום נמוך מעל 1000 שח (הרתעה) פגיעה בריאותית - סכום גבוהה.","male","5","single","hired","4","Jew","","Secular","","גבעתיים"
"344","2019-01-17 02:55:11","17/01/2019 10:06:28 am","Complete","42","1","advance_public_rights","","0","","4","0","","","2","","","אין הגיון להעלות בכזה מחיר מ-0 ל- 8000","0","","","","","","","","","","","","","","1","99","","female","2","married","hired","2","Jew","","Traditional","","הרצליה"
"345","2019-01-17 02:55:28","17/01/2019 10:03:08 am","Complete","45","1","public_suit_individual_loss","","0","","5","0","","","2","","","כיוון שהחוק הזה מגביל מבחינה כלכלית את הקבוצה שפגעה ","0","","","","","","","","","","","","","","0","99","","female","4","married","hired","2","Jew","","Secular","","חיפה"
"346","2019-01-17 02:55:30","17/01/2019 10:01:57 am","Complete","46","1","public_suit_individual_loss","","1","אלטרוקסין","5","0","","","2","","","זה בדרכ אזרחים מול חברה גדולה שעושה ככל העולה על צוחך ויש צורך בצעד שיוכל לתת לאזרח אפשרות להתמרד נגד העוולה","0","","","","","","","","","","","","","","-99","4","","female","4","married","housewife","3","Jew","","Secular","","קריית אונו"
"347","2019-01-17 02:55:37","17/01/2019 10:01:08 am","Complete","30","1","public_suit_individual_loss","","1","שופרסל","4","1","כמה שקלים","cash","4","מגיע כסף","","","0","","","","","","","","","","","","","","-99","1","","female","5","married","hired","5","Jew","","Secular","","תל אביב"
"348","2019-01-17 02:55:32","17/01/2019 10:01:42 am","Complete","42","1","advance_public_rights","","0","","5","1","29","cash","2","","","המחיר אותו גובים גבוה מידי ולכן לא יוגשו תביעות בכלל והציבור יפסיד","0","","","","","","","","","","","","","","1","5","","female","2","married","hired","2","Jew","","Secular","","אשדוד"
"349","2019-01-17 02:55:50","17/01/2019 10:00:34 am","Complete","37","1","state_neglect","","1","נגד חברות מזון","3","1","4 שקלים","coupon","2","","","לא צריך להגביל אנשים שמנסים לעזור לציבור נגד טייקונים","0","","","","","","","","","","","","","","-99","3","","male","3","single","hired","1","Jew","","Secular","","קריית מוצקין"
"350","2019-01-17 02:56:00","17/01/2019 9:57:39 am","Complete","53","1","public_suit_individual_loss","","0","","5","0","","","1","","","למי יש סכום כזה??","0","","","","","","","","","","","","","","1","5","","male","4","married","hired","3","Jew","","Traditional","","ירושלים"
"351","2019-01-17 02:56:05","17/01/2019 9:59:14 am","Complete","35","1","state_neglect","","1","תנובה","4","1","10","cash","1","","","כי זה מקטין את ההשקעה בתביעה","0","","","","","","","","","","","","","","1","5","","male","4","single","hired","1","Jew","","Traditional","","ראשון לציון"
